,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
wall,0.10292774391453283,66.58524029610288,0.10000890758978007,5.900459524638327,390.80768740703405,0.1000131431845787,0.10364045539219208,0.10001114570899136,0.1000071810137955,0.10000419539416407
proteins,15.002622214274576,24.356350571470436,75.9653597494504,5.065171284219902,108.6039971202257,7.2688087541870825,83.60395035947491,104.31856446014078,13.145535640434806,23.669639846068396
curator,216.51451588222,11.851952389156754,98.06717682106088,41.04013949963488,5.937356131427812,37.919502054701645,2.539420888292352,0.10001976974065072,39.113554123258034,3.916362440454947
0046872,12.741579509214764,3.6278234006922947,76.50297097090879,120.49479561457949,0.1313915542052555,0.10002187238365853,79.48140015427238,30.447134312950013,121.37287207325984,0.1000105374876837
repair,0.10000203416476836,401.87607453487385,29.10302551651241,7.653885378472154,0.10000151667700943,0.1000331686678671,0.10000255645033405,0.10000112012888708,0.10001057188928351,3.7669636021383113
GTPase,49.978375888071525,125.65392516113619,0.962314764119614,0.10000240200761572,0.10000282888713166,14.014285630095884,0.10000349832433965,246.2515858281058,0.10000229539287087,1.739501703830705
organization,12.06801447597859,146.0023659385855,0.17246940041358005,18.515150082715905,75.88577278381969,69.26613484451362,61.069562920515104,55.39521115731253,0.10000812075427866,0.5253102753471761
small,259.0303076768534,29.933302455220254,3.65665629906231,0.10003342811907402,0.10000482593027549,3.007459843129589,1.2465358372735444,22.34720203664426,0.10000327047925107,116.47849432724188
0005524,0.10001092481643103,143.87829639129453,132.80032604173405,0.10000515337737996,0.10002073741946017,0.5800904265591935,0.22183136166567002,1.0645785117745565,155.0192170831321,0.13562336818929702
0016740,0.10001471280687022,122.52033259013733,0.10000764258306087,0.376535059253979,88.02575671584795,4.438112653737306,24.000329386998228,0.10000985559555374,168.73830530308177,21.60059607991616
catalytic,1.7435963229655445,59.54075128385032,79.22350496390932,0.10001456910004301,45.00831465171139,21.908425849407884,44.59755862359864,0.10001061925025229,175.63298406489824,0.1448390512643487
nucleolus,0.10000889891713406,0.10000393766516474,0.2281711307739816,0.10000939589115301,0.10000141246201281,0.6088686453941015,0.10000039590824164,0.10000023106125268,0.10000299672502509,426.4629329551906
phosphorylation,0.10000812750893026,413.2899745133653,0.1000032391251808,4.922215532526253,0.10000507565958286,0.10000605536003858,7.087762325876672,0.10000591288802332,0.10000933889474099,0.1000098787684119
ligase,0.10000740565124383,8.191906225387948,141.6559985483016,0.10000770909801734,0.6335207146877797,0.1000146415689546,0.6861006088937015,0.10001043533924853,270.3324298619578,0.10000384908396001
dehydrogenase,0.10000148498089591,0.10000264605975691,1.07436684871768,0.10000077847389334,0.10000923887212745,0.10000096233314275,335.0857381444768,0.10000178246451423,83.13987621860544,0.1000018949990184
mitotic,0.10000219189892662,141.62244640061417,0.17611095880127955,14.46117193500034,0.10000726155604908,261.07595532908704,0.10000060246438013,0.10000123093900676,0.10000267298600193,0.16430141663269138
expression,2.0072248396925283,51.72683248385621,21.961584926282786,41.007154334191995,153.61266949241215,0.1000199975393399,46.21164063507937,51.78180673284782,45.49104449883133,0.10002205921609054
SSUrRNA,0.1000115437296571,0.10000051642697852,0.10000187924209719,0.10000033089786002,0.10000007674694956,0.10000083054804587,0.10000011813860571,0.1000001036447549,0.10000080841340533,412.0999837922059
Gag,0.10000000000362025,0.100000000002601,0.10000126797763528,0.10000002933596397,0.1000000000025622,0.1000000000042162,0.10000000000241142,0.10000000000242935,406.09998761197966,0.10001109068148567
family,0.14941694400008826,13.896469904594815,69.05646112691224,20.404060158412243,137.20352120071124,8.861670928318976,19.149680626801192,90.20462870175396,35.31858536690726,8.755505041536114
0016787,0.10000525726120364,0.3146588696557342,236.72218772407513,0.2649931621738557,53.40281013692561,0.10001135147981463,11.008580601714938,0.10009536285565092,97.68292942736596,0.30372810645509424
sequencespecific,0.10000059640749619,0.10000184159590339,0.1000012982322305,398.09999179525585,0.10000035244315342,0.1000024428683864,0.10000042676878478,0.1000003564751123,0.10000025241159663,0.10000063753538416
0003735,397.09999193057996,0.10000009448278004,0.10000033439942614,0.10000001015426359,0.10000017325836415,0.10000116282071661,0.1000021526750621,0.10000002146800814,0.1000000855534697,0.10000403460238462
growth,24.40807870327682,199.71073680743226,5.7658757901981,39.918489892457565,57.71680446855997,0.1000101380907436,49.04496573044314,17.234232940415698,0.10004011568056699,3.000765413395588
oxidoreductase,0.10000062526318697,0.10000171478339925,0.6088802653993975,0.10000274526673078,0.480321286142227,0.1000021402247344,371.2814078471958,0.586133294575888,22.54324631974472,0.10000376138527227
initiation,309.57737641498454,13.661204231646845,5.836658221088824,33.03917993117613,0.10000126056261119,33.38555017267465,0.10000362545262552,0.1000033110734202,0.10000787684021828,0.10001495447146841
genes,0.10000949039285208,13.125641087309685,5.983162592453758,124.18718890663129,2.0676153815080394,1.5682201687446475,2.7261014034891864,3.1902330563302916,219.01084643594763,21.04098147713927
0005730,0.10000851702392277,0.10000339294185477,0.1001952361743529,0.10000702011551775,0.10000110239307602,0.2692834046411714,0.100000435677383,0.1000002409973654,0.10000306514269144,389.9304975848828
chromatin,0.10000163727264778,0.16033042005673848,2.363277896392656,264.1532549832096,0.10000425413295626,89.6703523446269,0.10000161101147845,0.10000272343722869,0.10001310914823001,26.15276102068904
ATPdependent,0.10000354901163774,0.10000634725946651,0.47736944503020917,0.1000188639075992,0.10000231742788838,0.10001322927094691,3.6921280180151053,0.10001719813559858,375.13042259418387,0.100018437724693
ATPase,0.10000581358812129,0.10001006073022715,331.90136957082063,0.10000934380095745,0.10000598212363379,0.1000107682313879,0.12671129726238312,44.57368542838754,0.1000056596481946,1.7981860753817296
human,12.531211354440421,17.825595425298122,109.91976660341838,9.048011279126753,37.40160304070243,41.91495089207693,47.390007765783146,49.65088869788328,14.780616814140448,33.5373481270783
0005886,0.10001056869684864,38.694447899999815,0.10001284471945353,0.10000734722140679,79.9590551726056,0.10000156104847661,0.1000113636296736,253.64644246816846,0.10001037597267576,0.10000039790973497
interacts,25.9406071930327,69.16474523267979,63.361055812365855,15.183510559859764,40.916918029285284,55.450208029325346,36.04930494264123,31.13347619850053,0.4529197187826255,27.34725428347632
intracellular,179.29788206700985,26.722043504703517,15.681584034117497,25.053350907750673,15.212460524239544,0.100013392974105,7.583396913946686,90.77654939291317,0.4698240577758117,3.1028952045179454
0008152,0.10000898117361542,0.10001833314053298,61.4646794229221,0.10000388392021187,76.30435749879156,5.17714667048089,74.58365023063638,8.769050989368726,133.30107351160856,0.10001047791652548
fungaltype,0.1038171468579191,25.120544020099256,0.10001522107806547,2.329055362815315,193.10436314472756,0.1000146493100274,0.24507858424709766,134.6970944520053,0.10001322273212192,0.10000419609165537
58S,1.4008037184250504,0.1000004081050934,0.10000323870991405,0.1000003613166673,0.10000005784114799,0.10000079149932045,0.100000033675056,0.10000018889276892,0.10000111036337275,345.7991900911644
actin,175.66117612289125,158.91246351370694,0.1000056914949495,0.10002003620738166,0.1000042872189733,0.10002279037505947,0.1000062604068057,10.72629865934273,0.1000013073740233,0.10000133095651162
via,4.7824141297794585,84.65971554878577,14.480802176966256,11.353727216452018,14.36263224125895,95.63373901256989,6.517974635840957,22.156480055025025,89.98852858662809,1.0639863966414569
during,16.52266753528346,102.18958871537578,29.34930239589172,32.3979371556071,52.83849653635099,53.328737532365984,33.303073457039,6.854338092087629,9.755449864193386,6.460408715752589
pathway,0.10000482428775892,131.3637259477886,12.047480087575998,11.277005097465219,35.51149724209218,0.10004066493374694,11.930631381149572,59.93887434405216,80.6307356971639,0.10000471344213487
TYA,0.10000000000312906,0.1000000000022482,0.10000101255727961,0.10000001757117184,0.10000000000221469,0.10000000000364428,0.10000000000208432,0.10000000000209984,339.0999923329981,0.10000663685108077
region,0.10000786328412349,3.2866657689049408,7.2153510809853225,157.17584418866218,97.39234268947595,71.62441785357255,0.10005790937817251,0.10012551326906692,1.5495511865275233,0.4556359458971365
0005783,0.1000010033362582,0.10000319464031728,0.10000656263799172,0.10000081621810371,335.1888364013529,0.10000231974963478,0.10000788310796933,2.011136550998583,0.1000015198642597,0.10000374807718636
LSUrRNA,0.10001801334653197,0.10000040232954148,0.10000225576239312,0.10000035077503869,0.10000006107100795,0.10000067433381071,0.1000000345389159,0.1000001015579647,0.10000095488607644,336.0999771513926
forms,8.89019477748283,15.61294505536739,46.46055729803781,7.109838934162169,8.076414198427877,26.922147034327665,12.37932304816971,27.050509552387073,170.35102558502444,7.147044516559844
spindle,0.1000013427696956,6.799386652314638,0.10000308785933489,0.1000024397817721,0.1000010145181059,318.4005990443332,0.10000020347747714,0.10000420339699809,0.1000002091029645,0.10000180243467094
0003723,93.00611712824849,0.10000251928888175,12.451657033550374,0.10001038914000282,0.1000056917491027,58.42862570785618,0.10000932451771291,0.10000158694344391,78.27136800604157,82.34220261263647
into,0.39751618099595587,27.513560098247293,69.86266124951665,0.10001748890852416,5.9502763775063805,3.3928614309064384,165.71820976082736,33.5588744486453,9.264126500994767,9.241896463402902
localizes,4.71823342093351,39.212268854464064,20.850647533366622,0.10001075116479882,209.7780336128956,12.498143833195074,18.623978367854402,18.01837536623499,0.10024496097225494,0.10006329886545569
Pol,0.1000009530273911,0.10000275758329476,0.10000205880350996,0.1717636024754544,0.10000077690255915,0.10001438527760474,0.100000000014735,0.10000000001484381,317.8507271223478,4.277488343535975
amino,0.10001225356697895,1.781249775904991,0.10001225578889297,8.461310438600531,1.2851714989918868,0.10000136713719686,0.10000915483231987,105.41803688932492,205.55419334869927,0.10000301711615596
an,11.1697860447385,17.933949542061107,25.22469524323326,4.713872851788217,164.2804299834812,18.2494683075871,32.31176819409065,12.099277861093055,18.297612387925668,16.719139583948092
homologous,208.02823523203324,22.919021333792568,22.09755867370394,9.847123045193362,8.400915665568455,23.90680990392623,10.036489498984745,5.751407179606949,0.10002124994887383,8.912418217190362
lipid,0.1000083055980888,0.10001466402472865,0.10001438541934624,0.10000334754988523,210.11505896867862,0.1000019379466739,80.23456389978152,22.95032680759085,0.10000673504720539,0.10000094833565613
signal,0.10000344363144108,197.8013138860433,75.01677470030522,0.10001846632007727,0.10002695145756926,0.11270710043740415,1.772967649213216,37.796183172303564,0.10000297851845727,0.10000165173839497
Retrotransposon,0.10000000000274285,0.10000000000197112,0.10000055012129262,0.10000001909315466,0.10000000000194177,0.10000000000319505,0.10000000000182746,0.10000000000184106,312.099992218404,0.10000721236121027
homolog,127.66784014829652,40.109254700736614,45.912066085433985,10.773896490197822,16.416015337635276,16.198461993863734,11.682175917784102,33.805337346440744,8.334925591692611,0.10002638786652275
ribonucleoprotein,219.40293409121847,0.10000101445456147,0.10001042678359714,0.10000452740902833,0.10000247616737752,11.224653720188792,0.10000296632085513,0.10000037316615237,0.10000154166938041,78.67238886260603
upon,0.15405653846391892,45.579817503253636,62.09143144944998,6.086421274037938,15.01467261279888,3.767240432721136,1.4447103579911624,11.555614093770068,159.3534037416751,1.952631995786569
increases,26.57977054627478,22.22503238003592,164.86531138624312,25.863998367456322,32.129968396131964,6.378537313169566,2.143518053885371,20.66786120830774,5.045992855752646,0.1000094926973831
weak,9.030857764029555,11.501355374845092,38.79759059553145,17.61738167641241,118.07932189586957,15.780344210993906,26.42028354659748,22.48597319384462,4.197594201623608,42.08929754019968
mammalian,202.36081533251973,30.39757839627337,27.285147356352866,1.1487795352007362,5.791532819604456,6.135266613935138,10.46870642216701,20.682625865872748,0.10001471636692225,0.6295329416570641
role,4.958353415738497,33.882818387226564,51.2700076262391,22.531447990885855,53.997817823370774,21.589043979348606,46.503949277133245,36.4688903442883,10.103381922946774,13.69428923277008
formation,21.539880761135095,57.039977176510085,19.35642607711332,5.293810822201762,72.76745739392503,63.32799721731843,33.729267122326874,9.667527814540492,11.177579537978803,0.10007607689903794
